PLOT-Name,3PG-Mean_DBH,3PG-Basal_Area
plot694,41.2685,76.1785
plot695,29.6239,75.6347
plot696,43.9559,76.2803
plot697,40.7676,76.0182
plot698,44.1445,76.4868
plot699,47.6937,76.4641
plot700,35.9532,75.1685
plot701,54.3293,77.8335
plot702,47.6256,76.8123
plot703,41.6205,75.8903
plot704,48.7473,77.2337
plot705,39.1084,76.3569
plot706,41.5275,76.1815
plot707,46.0904,76.7707
plot708,46.1462,76.7241
plot709,46.551,77.0198
plot710,38.8401,76.3546
plot711,40.6307,76.299
plot712,44.9249,76.3289
plot713,51.8425,77.4332
plot714,33.0433,75.3185
plot715,35.1777,75.38
plot716,39.5817,75.8522
plot717,41.0136,75.6662
plot718,34.7671,75.2787
plot719,44.6014,76.9161
plot720,37.6097,75.2574
plot721,40.8923,76.5116
plot722,43.4813,76.5764
plot723,51.0794,76.6928
plot724,45.9034,76.9732
plot725,45.3994,76.5455
plot726,43.7147,76.6138
plot727,46.406,77.0883
plot728,35.7438,75.8842
plot729,42.2459,76.1388
plot730,36.3319,75.6508
plot731,44.5487,76.5764
plot732,47.4309,76.8211
plot733,48.0362,76.548
plot734,42.7631,76.657
plot735,37.0823,76.0248
plot736,38.1011,75.6291
plot737,45.6333,77.2523
plot738,36.1474,75.2783
plot739,46.627,76.8496
plot740,47.9366,76.7864
plot741,52.6875,77.4861
plot742,43.3919,76.5258
plot743,43.0415,76.079
plot744,33.8809,75.3273
plot745,46.9357,76.866
plot746,32.4221,75.0411
plot747,48.9888,76.9877
plot748,45.6994,76.7959
plot749,43.4077,75.8815
plot750,41.6168,76.7438
plot751,48.221,76.6822
plot752,46.8285,77.2309
plot753,39.0819,76.165
plot754,39.5016,76.0378
plot755,43.9669,76.5539
plot756,37.0615,75.1182
plot757,37.4094,75.4254
plot758,47.8603,77.3851
plot759,26.5483,75.2132
plot760,45.1832,76.0609
plot761,37.0925,75.4067
plot762,43.0295,76.1769
plot763,38.4779,75.8806
plot764,43.0852,76.1294
plot765,46.3828,76.4112
plot766,43.2201,76.128
plot767,46.7405,76.6863
plot768,58.6719,77.9235
plot769,52.7249,77.2203
plot770,44.5932,76.9658
plot771,40.6308,76.6835
plot772,36.1196,75.2563
plot773,40.6016,76.3396
plot774,46.6749,76.4489
plot775,42.8712,75.8359
plot776,41.7746,76.1497
plot777,36.2617,74.6551
plot778,35.637,75.4047
plot779,38.7875,76.2732
plot780,41.4295,75.7223
plot781,44.5487,76.8689
plot782,43.9558,75.9317
plot783,43.7187,76.9282
plot784,30.6243,74.2807
plot785,41.6386,76.1736
plot786,38.6258,75.4775
plot787,42.2321,76.5374
plot788,31.831,74.1586
plot789,19.7939,74.9933
plot790,45.5116,78.7568
plot791,40.1703,75.6905
plot792,41.5528,76.1163
plot793,48.0484,76.7824
plot794,46.8202,76.8339
plot795,46.8451,76.8383
plot796,43.462,76.4299
plot797,34.5668,74.7316
plot798,45.0992,76.66
plot799,38.7146,76.2512
plot800,42.8706,77.0509
plot801,48.5261,76.5565
plot802,42.8425,76.3373
plot803,39.5322,76.0964
plot804,44.7685,76.7934
plot805,36.9872,75.5343
plot806,41.5948,76.267
plot807,43.7126,76.1951
plot808,46.6416,76.9287
plot809,45.6758,76.4894
plot810,44.1952,76.1496
plot811,47.2189,77.0002
plot812,45.047,76.4405
plot813,34.1365,75.2758
plot814,31.5335,75.7963
plot815,39.5574,77.0562
plot816,43.4356,76.4833
plot817,43.7549,76.0347
plot818,44.8778,75.7236
plot819,45.7193,76.1729
plot820,40.5781,76.1147
plot821,35.5082,75.3587
plot822,43.1251,76.5915
plot823,45.2306,77.2155
plot824,45.5111,76.6232
plot825,40.9821,76.0574
plot826,51.4849,77.6194
plot827,53.4609,77.9619
plot828,34.8166,75.2321
plot829,45.4849,76.9602
plot830,40.1002,75.3918
plot831,48.0639,76.9961
plot832,38.1655,75.1536
plot833,51.7118,77.3739
plot834,43.7262,75.8793
plot835,45.6845,76.3069
plot836,50.4198,76.9675
plot837,43.259,76.4666
plot838,42.6239,76.3437
plot839,44.2207,76.4582
plot840,43.3108,76.2092
plot841,40.0536,75.5817
plot842,44.2829,76.4565
plot843,34.6626,76.413
plot844,13.3121,70.4563
plot845,40.4483,75.8926
plot846,36.2613,75.4982
plot847,38.8025,75.3683
plot848,46.627,76.6724
plot849,37.6869,75.7841
plot850,41.6919,75.8599
plot851,41.0987,76.069
plot852,38.6925,76.3395
plot853,48.899,78.4848
plot854,33.6211,75.1849
plot855,35.485,75.6279
plot856,48.7544,77.0944
plot857,31.2991,75.4136
plot858,48.9737,77.6766
plot859,46.9339,76.7463
plot860,48.0574,76.7901
plot861,42.5206,76.6446
plot862,36.5597,75.9692
plot863,37.1723,75.5177
plot864,45.1529,76.5451
plot865,46.3911,76.7344
plot866,41.962,76.1403
plot867,37.3765,75.6769
plot868,37.0934,75.8276
plot869,50.5538,77.1035
plot870,41.1806,76.4598
plot871,54.3684,77.5552
plot872,43.4208,76.2068
plot873,37.2601,76.028
plot874,54.209,78.4247
plot875,24.1079,74.1689
plot876,43.9498,76.3032
plot877,50.7301,76.9219
plot878,47.3171,76.0831
plot879,37.3086,75.6619
plot880,49.6291,77.4071
plot881,39.8178,76.3595
plot882,40.2712,76.118
plot883,55.2906,77.6386
plot884,37.2336,75.621
plot885,40.6177,76.0362
plot886,44.817,76.9181
plot887,40.4718,76.5873
plot888,45.7328,76.2611
plot889,41.3256,76.5126
plot890,51.8813,77.2869
plot891,39.0855,75.6489
plot892,44.4636,76.3009
plot893,41.5614,75.4374
plot894,50.4057,77.0179
plot895,39.0928,76.0871
plot896,48.8554,76.7408
plot897,40.8052,76.0737
plot898,44.2917,76.4989
plot899,47.1949,76.8976
plot900,38.7794,75.3508
plot901,47.758,76.9936
plot902,49.5502,77.3413
plot903,45.9154,76.7221
plot904,33.5509,76.3939
plot905,41.4124,76.7495
plot906,37.745,75.5205
plot907,54.3974,77.0443
plot908,34.6046,75.1018
plot909,41.5222,76.6635
plot910,43.9648,76.2973
plot911,37.0358,75.6333
plot912,42.0019,76.4407
plot913,35.7402,76.8799
plot914,36.5543,75.8715
plot915,37.1553,75.5185
plot916,45.1316,76.7369
plot917,39.0009,75.4736
plot918,38.3793,75.5948
plot919,48.2076,77.1634
plot920,40.9605,76.022
plot921,45.7113,76.5214
plot922,44.6824,76.1438
plot923,36.9734,75.6704
plot924,44.2102,76.6752
plot925,49.4379,76.7343
plot926,41.6362,76.3807
plot927,40.5638,75.7543
plot928,37.8736,75.6096
plot929,39.6976,76.7898
plot930,25.6071,75.6666
plot931,30.9964,78.02
plot932,53.5973,77.9155
plot933,41.8039,76.4705
plot934,47.7277,77.2975
plot935,38.1227,75.4431
plot936,39.2532,75.7162
plot937,50.2037,77.1214
plot938,38.8364,76.2066
plot939,43.0602,76.7618
plot940,36.1882,75.7203
plot941,36.9961,75.9725
plot942,41.7108,76.4514
plot943,42.0262,76.238
plot944,40.8722,76.2376
plot945,49.277,77.2015
plot946,45.1941,76.9363
plot947,47.9189,77.0192
plot948,35.8019,75.8599
plot949,52.3688,77.3882
plot950,43.2883,76.5916
plot951,49.2961,77.2937
plot952,47.679,77.0334
plot953,42.1284,76.4798
plot954,34.5152,73.9567
plot955,46.3239,77.3931
plot956,41.7035,76.1016
plot957,33.764,75.1949
plot958,49.2388,76.8888
plot959,33.6959,74.7889
plot960,46.7919,76.4904
plot961,32.9988,75.1291
plot962,40.566,76.7719
plot963,40.1861,76.2651
plot964,41.4079,76.4372
plot965,41.0292,76.3237
plot966,49.7428,76.9735
plot967,48.1529,77.2118
plot968,42.0457,75.9963
plot969,53.1415,77.6459
plot970,42.5958,76.5158
plot971,40.2959,76.2367
plot972,49.0551,77.0843
plot973,46.6812,76.5348
plot974,43.1373,76.6166
plot975,47.3594,77.0327
plot976,34.7258,75.1725
plot977,41.9279,76.086
plot978,32.5376,75.8043
plot979,27.8933,75.1762
plot980,35.7161,77.2724
plot981,23.2088,76.2616
plot982,31.0477,75.8499
plot983,31.8503,75.2913
plot984,36.2085,76.6756
plot985,43.8687,76.2132
plot986,36.941,75.7408
plot987,36.3005,75.9885
plot988,51.0956,77.4125
plot989,46.9375,77.3355
plot990,41.1208,75.9607
plot991,52.3078,77.3543
plot992,35.9685,75.4593
plot993,44.9869,77.0628
plot994,45.0531,77.1083
plot995,44.5031,76.7904
plot996,34.0808,75.6205
plot997,34.2703,75.8892
plot998,48.9033,76.8325
plot999,43.7952,75.6262
plot1000,41.9243,76.5802
plot1001,42.2672,76.5682
plot1002,45.6596,77.1966
plot1003,47.9662,76.6676
plot1004,41.4256,76.0444
plot1005,33.5413,76.3959
plot1006,42.017,78.2449
plot1007,68.252,86.3096
plot1008,37.8334,77.5805
plot1009,26.6644,75.5795
plot1010,48.1298,77.2835
plot1011,35.7641,75.8197
plot1012,32.085,75.4957
plot1013,43.8903,76.88
plot1014,42.2675,76.5633
plot1015,43.6577,76.1475
plot1016,46.5863,76.7955
plot1017,37.0279,76.095
plot1018,43.1686,76.8124
plot1019,40.0426,76.4533
plot1020,37.1568,75.9207
plot1021,48.3573,77.2248
plot1022,31.0864,74.7643
plot1023,42.6997,76.2189
plot1024,44.2547,76.5819
plot1025,46.23,76.6258
plot1026,39.5794,75.9816
plot1027,52.1007,77.4296
plot1028,48.9826,77.006
plot1029,37.1338,76.8285
plot1030,40.6518,76.519
plot1031,42.2073,76.3632
plot1032,42.8687,76.6106
plot1033,46.334,76.8729
plot1034,37.8321,75.8709
plot1035,50.073,76.5916
plot1036,54.3187,77.4329
plot1037,52.3631,77.3615
plot1038,35.4205,75.2001
plot1039,42.0347,76.6274
plot1040,35.1898,75.8291
plot1041,33.9928,75.6387
plot1042,48.2701,77.1068
plot1043,42.7855,76.7615
plot1044,32.5201,75.2908
plot1045,38.0712,76.4174
plot1046,44.7142,76.3661
plot1047,44.7669,76.9735
plot1048,37.0944,75.5603
plot1049,24.7848,74.6557
plot1050,48.4175,77.3848
plot1051,41.6878,76.3157
plot1052,41.654,76.3072
plot1053,44.2458,76.7326
plot1054,41.0708,76.4783
plot1055,40.7541,75.9141
plot1056,40.5328,75.6808
plot1057,32.4452,75.2101
plot1058,55.4152,77.9073
plot1059,34.0032,75.2
plot1060,38.9727,75.912
plot1061,43.3691,76.4494
plot1062,37.654,75.2375
plot1063,34.0724,75.8027
plot1064,42.3574,76.2824
plot1065,47.9537,76.7947
plot1066,39.8488,76.3082
plot1067,38.3139,76.1077
plot1068,28.354,77.6064
plot1069,33.8319,75.2752
plot1070,40.5646,76.3823
plot1071,50.5087,77.6763
plot1072,45.6254,77.0465
plot1073,47.126,76.954
plot1074,48.88,77.5966
plot1075,46.9439,76.7912
plot1076,42.5365,76.6221
plot1077,48.6113,77.1684
plot1078,43.433,77.0091
plot1079,42.844,76.3544
plot1080,47.3397,77.0711
plot1081,40.4579,76.1738
plot1082,47.7027,76.765
plot1083,44.0708,76.3757
plot1084,39.5135,76.0131
plot1085,40.544,76.0778
plot1086,40.8297,76.6005
plot1087,24.7601,73.9581
plot1088,40.6262,76.1105
plot1089,35.9287,76.0995
plot1090,38.0056,76.2044
plot1091,48.3184,77.4302
plot1092,43.7999,76.5
plot1093,37.1285,75.8871
plot1094,52.2188,77.6224
plot1095,33.4363,75.6664
plot1096,36.2411,75.3519
plot1097,42.2591,76.5973
plot1098,43.8502,76.3224
plot1099,40.3738,76.072
plot1100,39.1545,75.8639
plot1101,44.3887,76.2243
plot1102,39.1564,75.835
plot1103,52.3017,77.4394
plot1104,59.4038,78.4111
plot1105,26.6328,75.5376
plot1106,49.294,77.5672
plot1107,40.7072,76.2989
plot1108,48.8684,77.5185
plot1109,37.6771,76.1372
plot1110,42.8798,76.6096
plot1111,38.4724,75.5715
plot1112,49.6641,77.3766
plot1113,36.2965,76.0737
plot1114,46.5838,77.1086
plot1115,43.4604,76.3355
plot1116,42.2658,76.5318
plot1117,44.2623,76.4119
plot1118,41.6624,76.5401
plot1119,33.4612,75.5374
plot1120,37.3125,76.8026
plot1121,28.9527,74.7427
plot1122,36.0896,76.5667
plot1123,22.2567,75.0894
plot1124,40.6697,76.6581
plot1125,45.4957,76.6743
plot1126,45.4824,76.8396
plot1127,48.9256,77.6257
plot1128,39.581,76.7986
plot1129,47.1595,77.0973
plot1130,41.9565,76.5506
plot1131,52.6399,77.6625
plot1132,42.2744,76.6678
plot1133,40.045,76.175
plot1134,47.2571,75.9708
plot1135,52.8797,77.4588
plot1136,49.8581,77.2032
plot1137,45.6838,76.9131
plot1138,38.6589,75.9382
plot1139,44.8461,76.893
plot1140,39.5681,76.3293
plot1141,18.7922,73.2211
plot1142,45.5737,77.0578
plot1143,38.3203,76.268
plot1144,48.4418,77.1439
plot1145,41.4516,76.5264
plot1146,38.4201,76.2264
plot1147,38.1982,75.7186
plot1148,48.1574,77.559
plot1149,49.0765,77.4616
plot1150,41.3515,76.7412
plot1151,42.4712,76.2321
plot1152,41.567,76.7789
plot1153,42.4746,76.6764
plot1154,54.0708,77.6969
plot1155,39.3478,75.9516
plot1156,47.6737,77.1591
plot1157,53.5757,77.385
plot1158,38.1521,75.6649
plot1159,34.4784,76.422
plot1160,32.8607,75.4067
plot1161,45.8998,76.825
plot1162,47.2612,77.0168
plot1163,41.9972,76.7879
plot1164,44.9595,76.7382
plot1165,38.3128,76.4826
plot1166,44.1895,76.7691
plot1167,40.4987,76.1872
plot1168,43.7629,76.3521
plot1169,48.8114,77.4652
plot1170,44.658,77.0027
plot1171,41.4516,76.5518
plot1172,42.5299,76.3705
plot1173,54.4191,77.7772
plot1174,51.9481,77.7196
plot1175,36.171,75.8209
plot1176,32.184,74.6843
plot1177,21.2529,74.4646
plot1178,56.4688,78.3013
plot1179,36.7382,76.2899
plot1180,38.9614,75.6929
plot1181,42.5734,76.5759
plot1182,52.6461,77.8203
plot1183,40.8752,76.3089
plot1184,46.3561,77.4533
plot1185,39.9683,76.5956
plot1186,38.9792,76.1306
plot1187,47.3081,76.9106
plot1188,47.8667,77.2757
plot1189,39.4126,76.5918
plot1190,53.8618,77.8405
plot1191,38.1371,76.1078
plot1192,54.2768,77.5082
plot1193,39.4826,75.9779
plot1194,22.6764,76.7556
plot1195,34.4131,76.5648
plot1196,36.0432,76.1221
plot1197,44.2343,77.2033
plot1198,50.211,77.385
plot1199,41.2763,76.9279
plot1200,45.2333,76.4417
plot1201,40.9766,75.9375
plot1202,45.7296,76.9608
plot1203,35.3509,75.7167
plot1204,38.4068,76.4571
plot1205,47.0267,77.4907
plot1206,38.013,76.1063
plot1207,34.6082,75.766
plot1208,32.7076,75.9061
plot1209,30.7611,78.0249
plot1210,37.2378,76.2491
plot1211,44.3661,77.1306
plot1212,36.1243,76.033
plot1213,48.8295,77.4371
plot1214,40.393,76.7389
plot1215,40.179,76.6598
plot1216,36.6406,76.3894
plot1217,37.9744,76.1473
plot1218,43.0703,77.0836
plot1219,39.5745,76.0638
plot1220,37.4286,75.687
plot1221,37.5321,75.5194
plot1222,42.0092,76.8562
plot1223,35.1333,75.6504
plot1224,42.9683,76.7305
plot1225,48.1733,76.9089
plot1226,36.3808,76.0525
plot1227,41.9271,76.467
plot1228,36.1511,75.8385
plot1229,43.2967,76.9876
plot1230,43.9778,76.5952
plot1231,45.0879,77.1453
plot1232,52.4306,78.0442
plot1233,39.2226,75.5184
plot1234,35.9623,75.553
plot1235,32.0829,75.0256
plot1236,47.0653,77.9625
plot1237,51.6827,77.9683
plot1238,44.1186,77.119
plot1239,42.6559,76.8065
plot1240,50.3518,77.6549
plot1241,36.2152,75.8163
plot1242,48.0455,77.2154
plot1243,44.7013,76.5233
plot1244,42.4125,76.1424
plot1245,39.8029,75.6148
plot1246,44.3636,76.7001
plot1247,43.5204,76.482
plot1248,49.0095,77.3413
plot1249,25.3319,75.6172
plot1250,46.3828,77.4519
plot1251,43.5289,77.0461
plot1252,37.8314,75.9733
plot1253,49.3951,77.4969
plot1254,40.4117,76.5578
plot1255,36.0838,75.8681
plot1256,43.0237,76.8999
plot1257,42.8751,76.852
plot1258,32.4491,76.2619
plot1259,22.0528,74.8896
plot1260,35.876,76.4477
plot1261,40.2192,79.9082
plot1262,39.9737,77.1712
plot1263,44.2298,77.0157
plot1264,39.9192,76.7111
plot1265,39.1739,76.0056
plot1266,43.6727,77.4224
plot1267,38.9317,76.1942
plot1268,39.3671,76.4363
plot1269,50.2098,78.1317
plot1270,44.4752,77.2105
plot1271,43.3912,77.0962
plot1272,24.7716,76.1452
plot1273,51.5835,78.2254
plot1274,48.607,77.5922
plot1275,48.8425,77.1562
plot1276,40.9535,76.8865
plot1277,34.7166,76.3355
plot1278,41.2737,77.2902
plot1279,37.2679,76.5109
plot1280,39.7845,76.5843
plot1281,46.0606,77.273
plot1282,25.5733,76.3079
plot1283,41.7525,76.6768
plot1284,37.1445,76.367
plot1285,46.6268,77.4758
plot1286,46.6225,76.7742
plot1287,50.4339,77.81
plot1288,46.0235,77.2857
plot1289,42.881,77.0173
plot1290,42.4356,77.1271
plot1291,42.0841,77.0069
plot1292,49.8465,77.5322
plot1293,35.5098,77.357
plot1294,47.601,78.1009
plot1295,43.8895,77.4563
plot1296,48.4717,77.5982
plot1297,45.7784,77.465
plot1298,50.9419,78.4182
plot1299,35.3882,76.292
plot1300,55.8117,78.5457
plot1301,48.2472,77.6966
plot1302,44.9553,77.3647
plot1303,44.8073,77.4191
plot1304,29.2989,74.5598
plot1305,29.8315,76.9611
plot1306,45.8427,77.0606
plot1307,46.0157,77.266
plot1308,49.165,77.5189
plot1309,46.9852,77.6522
plot1310,41.0826,77.0251
plot1311,41.8002,77.0478
plot1312,37.6957,76.8778
plot1313,38.778,78.9848
plot1314,42.6393,77.4947
plot1315,46.0177,77.1556
plot1316,43.7253,76.3261
plot1317,33.7157,76.4178
plot1318,34.4367,76.5153
plot1319,28.816,76.3547
plot1320,15.48,74.7071
plot1321,40.7093,77.0903
plot1322,36.1168,76.638
plot1323,36.6301,76.1279
plot1324,39.1156,76.1029
plot1325,37.3576,77.5107
plot1326,27.9299,76.7744
plot1327,39.3965,76.0351
plot1328,39.2693,75.896
plot1329,51.1785,78.2174
plot1330,35.661,76.8109
plot1331,34.2212,76.0321
plot1332,49.9465,77.5691
plot1333,39.3521,76.1544
plot1334,37.7833,76.1457
plot1335,50.2476,77.7081
plot1336,35.0238,76.5139
plot1337,50.3416,77.3388
plot1338,54.4632,78.1125
plot1339,37.0087,76.0637
plot1340,43.0883,76.3974
plot1341,36.8694,75.9733
plot1342,23.3554,75.7581
plot1343,35.487,75.6896
plot1344,43.2327,76.8129
plot1345,44.0774,76.9561
plot1346,39.68,76.3544
plot1347,47.5436,78.0183
plot1348,21.9386,74.3196
plot1349,40.4407,76.7379
plot1350,39.4879,76.359
plot1351,43.821,76.8965
plot1352,34.6887,75.7344
plot1353,50.7695,79.6705
plot1354,46.397,77.0859
plot1355,41.4784,76.4837
plot1356,33.5205,76.1102
plot1357,39.8178,76.4103
plot1358,25.5174,78.3263
plot1359,28.0475,76.0255
plot1360,43.4634,77.042
plot1361,45.0886,77.0586
plot1362,35.9496,78.1777
plot1363,42.0895,77.1144
plot1364,42.9376,76.8493
plot1365,43.9146,79.2946
plot1366,42.8621,77.4357
plot1367,28.5287,75.6925
plot1368,24.4198,77.8494