10.0,128,10,1,1,15,15,90.12,98.7,0.3,76101,55057,34305,10352,22893,31017,8338,35603,15822313.056992069,9693786.19224753,-6128526.864744538,6144208.633244083,0.0,1632,1329,0,3777860.797218145,1708694.3999999997,15,218,true
10.0,128,10,1,1,15,15,45.06,49.35,0.3,76101,55057,34305,10352,22893,31017,8338,35603,15822313.056992069,5701240.296123765,-10121072.760868303,6144208.633244083,0.0,1632,1329,0,1888930.3986090724,1708694.3999999997,15,218,true
10.0,128,10,1,1,30,15,90.12,98.7,0.3,76398,55610,34599,10405,22920,31106,8405,35554,16193809.555305189,14622161.541811604,-1571648.0134935845,11800812.43851317,0.0,267,2532,0,7324322.166238518,1708694.3999999997,15,137,true
10.0,128,10,1,1,30,15,45.06,49.35,0.3,76398,55610,34599,10405,22920,31106,8405,35554,16193809.555305189,8165427.970905801,-8028381.584399387,11800812.43851317,0.0,267,2532,0,3662161.083119259,1708694.3999999997,15,137,true
10.0,128,10,1,3,15,15,90.12,98.7,0.3,75277,54712,34304,10288,22819,31295,8317,35591,15770608.79466838,9791280.161287298,-5979328.633381082,6015859.112844505,0.0,1622,1331,0,3861427.0563950893,1708694.3999999997,15,220,true
10.0,128,10,1,3,15,15,45.06,49.35,0.3,75277,54712,34304,10288,22819,31295,8317,35591,15770608.79466838,5749987.280643649,-10020621.51402473,6015859.112844505,0.0,1622,1331,0,1930713.5281975446,1708694.3999999997,15,220,true
10.0,128,10,1,3,30,15,90.12,98.7,0.3,76283,55290,34287,10396,23190,31073,8438,35690,15918787.478277685,13571381.813327063,-2347405.6649506222,11781699.07645789,0.0,267,2530,0,6475809.311937464,1708694.3999999997,15,153,true
10.0,128,10,1,3,30,15,45.06,49.35,0.3,76283,55290,34287,10396,23190,31073,8438,35690,15918787.478277685,7640038.106663532,-8278749.3716141535,11781699.07645789,0.0,267,2530,0,3237904.655968732,1708694.3999999997,15,153,true
10.0,128,10,3,1,15,15,90.12,98.7,0.3,75954,55069,34490,10355,22859,31041,8143,35613,16816489.794108685,9700612.607411949,-7115877.186696736,5880732.364535771,0.0,1826,1364,0,2901436.3106182464,1708694.3999999997,15,234,true
10.0,128,10,3,1,15,15,45.06,49.35,0.3,75954,55069,34490,10355,22859,31041,8143,35613,16816489.794108685,5704653.503705975,-11111836.29040271,5880732.364535771,0.0,1826,1364,0,1450718.1553091232,1708694.3999999997,15,234,true
10.0,128,10,3,1,30,15,90.12,98.7,0.3,76299,55181,34275,10356,22856,30652,8353,35340,17359957.94442666,15641912.433862675,-1718045.5105639845,11757424.17350917,0.0,398,2621,0,7316118.659827178,1708694.3999999997,15,138,true
10.0,128,10,3,1,30,15,45.06,49.35,0.3,76299,55181,34275,10356,22856,30652,8353,35340,17359957.94442666,8675303.416931337,-8684654.527495323,11757424.17350917,0.0,398,2621,0,3658059.329913589,1708694.3999999997,15,138,true
10.0,128,10,3,3,15,15,90.12,98.7,0.3,75746,54813,34199,10337,22941,31113,8338,35596,16841150.92938794,9696916.541145317,-7144234.388242621,5732650.177861193,0.0,1831,1365,0,2902535.531101413,1708694.3999999997,15,237,true
10.0,128,10,3,3,15,15,45.06,49.35,0.3,75746,54813,34199,10337,22941,31113,8338,35596,16841150.92938794,5702805.470572659,-11138345.45881528,5732650.177861193,0.0,1831,1365,0,1451267.7655507065,1708694.3999999997,15,237,true
10.0,128,10,3,3,30,15,90.12,98.7,0.3,76044,55277,34483,10366,22971,30956,8437,35421,17810243.948886964,17545155.665422317,-265088.28346464783,11601145.368618455,0.0,399,2616,0,8947470.001164014,1708694.3999999997,15,109,true
10.0,128,10,3,3,30,15,45.06,49.35,0.3,76044,55277,34483,10366,22971,30956,8437,35421,17810243.948886964,9626925.03271116,-8183318.916175805,11601145.368618455,0.0,399,2616,0,4473735.000582007,1708694.3999999997,15,109,true
10.0,128,10,1,1,15,5,90.12,98.7,0.3,73979,55194,34104,9911,21552,28608,8443,33572,6476582.220244075,6110820.061276929,-365762.1589671457,4378735.70945473,92326472.29129812,228,880,348,1683143.7706719167,569564.7999999999,5,9,true
10.0,128,10,1,1,15,5,45.06,49.35,0.3,73979,55194,34104,9911,21552,28608,8443,33572,6476582.220244075,3340192.430638465,-3136389.78960561,4086701.003292206,46163236.14564906,228,880,348,841571.8853359583,569564.7999999999,5,9,true
10.0,128,10,1,1,30,5,90.12,98.7,0.3,66709,56831,33231,8967,19320,26212,7978,30263,7048924.382464003,6470727.431990448,-578196.9504735544,7797134.621971018,221064133.6587956,451,1024,1318,1316919.225051733,569564.7999999999,5,0,true
10.0,128,10,1,1,30,5,45.06,49.35,0.3,66709,56831,33231,8967,19320,26212,7978,30263,7048924.382464003,3520146.1159952246,-3528778.2664687783,5914953.513757947,110532066.8293978,451,1024,1318,658459.6125258665,569564.7999999999,5,0,true
10.0,128,10,1,3,15,5,90.12,98.7,0.3,74170,55164,34080,9935,21380,29066,8364,33526,6528808.592198049,6344980.504024749,-183828.08817330003,3993557.7597326804,104353345.07708097,204,900,352,1883852.7215986187,569564.7999999999,5,9,true
10.0,128,10,1,3,15,5,45.06,49.35,0.3,74170,55164,34080,9935,21380,29066,8364,33526,6528808.592198049,3457272.6520123747,-3071535.940185674,3926960.812781263,52176672.53854048,204,900,352,941926.3607993093,569564.7999999999,5,9,true
10.0,128,10,1,3,30,5,90.12,98.7,0.3,68125,55110,33295,8942,18913,26814,7944,29729,6647749.48769998,5882257.777542258,-765491.7101577222,5950278.963603302,264667986.44648963,372,996,1450,809369.9506660376,569564.7999999999,5,0,true
10.0,128,10,1,3,30,5,45.06,49.35,0.3,68125,55110,33295,8942,18913,26814,7944,29729,6647749.48769998,3225911.288771129,-3421838.1989288507,5013569.954287745,132333993.22324482,372,996,1450,404684.9753330188,569564.7999999999,5,0,true
10.0,128,10,3,1,15,5,90.12,98.7,0.3,74238,55670,33911,10021,22017,29105,8410,34323,7767669.561025243,7367953.128733105,-399716.4322921382,4741634.5054063145,55443123.46518596,322,1056,229,1883852.7215986187,569564.7999999999,5,9,true
10.0,128,10,3,1,15,5,45.06,49.35,0.3,74238,55670,33911,10021,22017,29105,8410,34323,7767669.561025243,3968758.964366553,-3798910.5966586904,4486449.313958825,27721561.73259298,322,1056,229,941926.3607993093,569564.7999999999,5,9,true
10.0,128,10,3,1,30,5,90.12,98.7,0.3,68038,54070,33719,8834,18415,26311,8253,28894,7730693.122579409,7098799.640096672,-631893.4824827369,5526918.425905197,296567068.7654474,283,1142,1418,972991.1324019514,569564.7999999999,5,0,true
10.0,128,10,3,1,30,5,45.06,49.35,0.3,68038,54070,33719,8834,18415,26311,8253,28894,7730693.122579409,3834182.2200483363,-3896510.9025310725,4989333.958998956,148283534.3827237,283,1142,1418,486495.5662009757,569564.7999999999,5,0,true
10.0,128,10,3,3,15,5,90.12,98.7,0.3,74846,54690,34145,10125,22068,29257,8264,34335,7664517.493997292,7374302.153555717,-290215.34044157434,4397409.233405775,62302039.07189413,181,1093,202,1883852.7215986187,569564.7999999999,5,9,true
10.0,128,10,3,3,15,5,45.06,49.35,0.3,74846,54690,34145,10125,22068,29257,8264,34335,7664517.493997292,3971933.4767778586,-3692584.017219433,4384756.837348551,31151019.535947066,181,1093,202,941926.3607993093,569564.7999999999,5,9,true
10.0,128,10,3,3,30,5,90.12,98.7,0.3,68786,56490,33230,8976,19027,26737,7988,30063,7535004.060844276,6797732.455083798,-737271.6057604784,6378572.979333996,247216786.47250253,446,1125,1316,711786.8318179572,569564.7999999999,5,0,true
10.0,128,10,3,3,30,5,45.06,49.35,0.3,68759,56477,33213,8967,19025,26741,7991,30092,7550984.749779276,3683648.627541899,-3867336.1222373764,5337408.024623877,122648614.49621814,446,1125,1316,355893.4159089786,569564.7999999999,5,0,true
10.0,188,15,1,1,15,15,90.12,98.7,0.3,84859,86301,27999,11669,5485,45670,4151,37342,21889300.38194836,7374024.141977676,-14515276.239970684,9060843.101366777,0.0,2450,1974,0,974561.7149455443,2508838.65,15,351,true
10.0,193,15,1,1,15,15,45.06,49.35,0.3,63867,99086,27666,11728,35550,39898,3777,37731,23375274.529465415,8210516.560698462,-15164757.968766954,9470412.99966124,0.0,2465,2018,0,1830646.2288769353,2508838.65,15,225,true
10.0,188,15,1,1,30,15,90.12,98.7,0.3,85156,86780,28092,11634,5551,45380,4276,37394,22859539.993637495,16862354.190942705,-5997185.80269479,17774778.404984586,0.0,312,3837,0,8327673.868594035,2508838.65,15,199,true
10.0,193,15,1,1,30,15,45.06,49.35,0.3,63736,99523,27742,11642,35469,40318,3731,37687,24335168.007692274,12709919.869889932,-11625248.137802342,18270237.366928007,0.0,317,3948,0,5199177.226594803,2508838.65,15,81,true
10.0,188,15,1,3,15,15,90.12,98.7,0.3,84944,86092,27710,11638,5566,45637,4173,37375,21880322.569880977,7999799.0896883905,-13880523.480192587,8900037.794527393,0.0,2433,1975,0,1510940.2415547278,2508838.65,15,343,true
10.0,193,15,1,3,15,15,45.06,49.35,0.3,63674,98899,27731,11733,35435,40259,3655,37753,23813342.670787763,8481601.560859626,-15331741.109928137,9069519.042145522,0.0,2512,2022,0,2391385.0600812854,2508838.65,15,224,true
10.0,188,15,1,3,30,15,90.12,98.7,0.3,84733,86357,28109,11577,5564,45700,4162,37169,22749078.62828256,16827610.759488583,-5921467.868793976,17735633.838417802,0.0,311,3829,0,8369457.332873884,2508838.65,15,201,true
10.0,200,15,1,3,30,15,45.06,49.35,0.3,86742,93049,27239,11939,24935,37827,2919,38148,24614477.905450348,11994231.18000334,-12620246.725447008,18673463.23307448,0.0,339,4065,0,4580843.860136934,2508838.65,15,101,true
10.0,188,15,3,1,15,15,90.12,98.7,0.3,85055,86435,28019,11637,5449,45442,4066,37366,23395680.142264966,8403345.791508645,-14992334.350756321,8655608.05050119,0.0,2739,2027,0,974561.7149455443,2508838.65,15,351,true
10.0,193,15,3,1,15,15,45.06,49.35,0.3,63996,99136,27710,11785,35373,40233,3720,37633,25156710.295563772,8481514.593137806,-16675195.702425966,8751474.98153444,0.0,2814,2072,0,2014713.2750937934,2508838.65,15,242,true
10.0,188,15,3,1,30,15,90.12,98.7,0.3,85232,86691,28350,11635,5561,45662,4168,37323,24318402.253593504,17999428.52292551,-6318973.730667993,17554576.49322605,0.0,552,3935,0,8420033.310695613,2508838.65,15,200,true
10.0,193,15,3,1,30,15,45.06,49.35,0.3,64128,100063,27872,11733,35377,40050,3603,37703,25958064.217545066,13140030.411893757,-12818033.805651309,18060587.027682222,0.0,576,4044,0,5126705.555656239,2508838.65,15,85,true
10.0,188,15,3,3,15,15,90.12,98.7,0.3,84977,86335,27745,11634,5469,45313,4039,37305,23262340.440112416,7722700.841835259,-15539639.598277155,8486449.937700707,0.0,2743,2028,0,395419.03536578006,2508838.65,15,370,true
10.0,193,15,3,3,15,15,45.06,49.35,0.3,64026,99427,27522,11787,35635,40013,3692,37861,24785578.792174693,8042164.838712776,-16743413.953461917,8627924.408210497,0.0,2799,2072,0,1593562.5098340088,2508838.65,15,259,true
